,breed,summary,image,conservation_status,kingdom,phylum,order,family,binomial_name
577,Green-tailed towhee,"The green-tailed towhee (Pipilo chlorurus) is the smallest towhee, but is still one of the larger members of the American sparrow family Passerellidae.
Its breeding range covers most of the interior Western United States, with a winter range in Mexico and the southern edge of the Southwestern United States.
This bird can be recognized by the bright green stripes on the edge of its wings. It has a distinct white throat and a rufous cap. It measures 7.25 in (18.4 cm) long and weighs 29 g (1.0 oz).It is fairly tame, but often stays hidden under a bush. It is fairly common in habitats with sagebrush and other such bushes. It is uncommonly seen because of its tendency to stay under cover.",https://upload.wikimedia.org/wikipedia/commons/1/14/Green-tailed_Towhee.jpg,Least Concern,Animalia,Chordata,Passeriformes,Passerellidae,Pipilo chlorurus
578,Spotted towhee,"The spotted towhee (Pipilo maculatus) is a large New World sparrow. The taxonomy of the towhees has been debated in recent decades, and until 1995 this bird and the eastern towhee were considered a single species, the rufous-sided towhee. Literature before 1995 referred to the spotted towhee as a rufous-sided towhee that resides in the western United States. An archaic name for the spotted towhee is the Oregon towhee (Pipilo maculatus oregonus). The call may be harsher and more varied than for the eastern towhee.
The form that breeds on Socorro Island is much smaller than other rufous-sided towhees, and has gray upperparts. It is sometimes split as the Socorro towhee (Pipilo socorroensis).",https://upload.wikimedia.org/wikipedia/commons/c/c0/Pipilo_maculatus_2.jpg,Least Concern,Animalia,Chordata,Passeriformes,Passerellidae,Pipilo maculatus
579,Eastern towhee,"The eastern towhee (Pipilo erythrophthalmus) is a large New World sparrow. The taxonomy of the towhees has been under debate in recent decades, and formerly this bird and the spotted towhee were considered a single species, the rufous-sided towhee.
Their breeding habitat is brushy areas across eastern North America. They nest either low in bushes or on the ground under shrubs. Northern birds migrate to the southern United States. There has been one record of this species as a vagrant to western Europe: a single bird in Great Britain in 1966.
The song is a short drink your teeeeea lasting around one second, starting with a sharp call (""drink!"") and ending with a short trill ""teeeeea"". The name ""towhee"" is onomatopoeic description of one of the towhee's most common calls, a short two-part call rising in pitch and sometimes also called a ""chewink"" call.",https://upload.wikimedia.org/wikipedia/commons/2/21/Pipilo_erythrophthalmus_-Quabbin_Reservoir%2C_Massachusetts%2C_USA_-male-8.jpg,Least Concern,Animalia,Chordata,Passeriformes,Passerellidae,Pipilo erythrophthalmus
580,Cassin's sparrow,"Cassin's sparrow (Peucaea cassinii) is a medium-sized sparrow.
This passerine bird's range is from western Nebraska to north-central Mexico.",https://upload.wikimedia.org/wikipedia/commons/0/0c/Cassin%27s_Sparrow%2C_Peucaea_cassinii.jpg,Least Concern,Animalia,Chordata,Passeriformes,Passerellidae,Peucaea cassinii
581,Bachman's sparrow,"Bachman's sparrow (Peucaea aestivalis), is a small American sparrow that is endemic to the southeastern United States. This species was named in honor of Reverend John Bachman.Adults have rufous brown upperparts and crown with gray and black streaking on the nape, back and primaries. The face is gray with a rufous brown eyestripe. It has a buff colored breast and whitish belly. These are mid-sized New World sparrows, measuring 12.2–16.2 cm (4.8–6.4 in) and weighing 18.4–23 g (0.65–0.81 oz).Their breeding habitat is open pine forests. The domed nest is usually built on the ground near a clump of grass or a bush. Females lay three to five eggs.
Bachman's sparrow is primarily a non-migratory resident, but it may retreat from some of the most northerly territories. The species is mainly a granivore, but it will also take some insects.
This bird is considered near threatened by the IUCN, with habitat loss one of the major factors often cited in its decline. Habitat degradation due to later stages of forest succession has also been attributed to the decline of this species. Prescribed forest burns may assist in recovery.
The song begins as a clear whistle, followed by a short trill.",https://upload.wikimedia.org/wikipedia/commons/7/76/Bachmanssparrow.jpg,Near Threatened,Animalia,Chordata,Passeriformes,Passerellidae,Peucaea aestivalis
582,American tree sparrow,"The American tree sparrow (Spizelloides arborea), also known as the winter sparrow, is a medium-sized sparrow.
It had been classified under the genus Spizella, but multilocus molecular evidence suggested placement in its own genus.
Adults have a rusty cap and grey underparts with a small dark spot on the breast. They have a rusty back with lighter stripes, brown wings with white bars and a slim tail. Their face is grey with a rusty line through the eye. Their flanks are splashed with light brown. They are similar in appearance to the chipping sparrow.
Their breeding habitat is tundra or the northern limits of the boreal forest in Alaska and northern Canada. They nest on the ground.
These birds migrate into southern Canada and the United States to spend the winter. Usually, chipping sparrows are moving south around the same time as these birds arrive.
These birds forage on the ground or in low bushes, often in flocks when not nesting. They mainly eat seeds and insects, but also eat some berries. They are commonly seen near feeders with dark-eyed juncos.
This bird's song is a sweet high warble descending in pitch and becoming buzzy near the finish.",https://upload.wikimedia.org/wikipedia/commons/c/cf/Spizella-arborea-002_edit2.jpg,Least Concern,Animalia,Chordata,Passeriformes,Passerellidae,Spizelloides arborea
583,Chipping sparrow,"The chipping sparrow (Spizella passerina) is a species of American sparrow, a passerine bird in the family Passerellidae. It is widespread, fairly tame, and common across most of its North American range. There are two subspecies, the eastern chipping sparrow and the western chipping sparrow. This bird is a partial migrant with northerly populations flying southwards in the fall to overwinter in Mexico and the southern United States, and flying northward again in spring. It molts twice a year. In its breeding plumage it has orangish-rust upper parts, gray head and underparts and a distinctive reddish cap. In non-breeding plumage, the cap is brown and the facial markings are less distinct. The song is a trill and the bird has a piercing flight call that can be heard while it is migrating at night.
In the winter, chipping sparrows are gregarious and form flocks, sometimes associating with other bird species. They mostly forage on the ground for seeds and other food items, as well as clambering on plants and trees, feeding on buds and small arthropods. In the west of their range they breed mainly in coniferous forests, but in the east, they choose woodland, farmland, parks and gardens. Breeding starts in late April and May and the nest is often built in a tree.",https://upload.wikimedia.org/wikipedia/commons/2/29/Spizella-passerina-015_edit.jpg,Least Concern,Animalia,Chordata,Passeriformes,Passerellidae,Spizella passerina
584,Clay-colored sparrow,"The clay-colored sparrow or clay-coloured sparrow (Spizella pallida) is a small sparrow of North America.
Adults have light brown upperparts and pale underparts, with darker streaks on the back. They have a pale crown stripe on a dark brown crown, a white line over the eyes, a dark line through the eyes, a light brown cheek patch and brown wings with wing bars. The short bill is pale with a dark tip and the back of the neck is grey; they have a long tail. Non-breeding adults and immature resemble chipping sparrows and Brewer's sparrows; they often form flocks with these birds outside the nesting season.

Their breeding habitat is shrubby open areas and jack pine woods across central Canada and central northern United States east to the Great Lakes, and is expanding further eastward. The nest is an open cup on the ground or low in a shrub.
These birds migrate in flocks to southern Texas and Mexico.
They forage on the ground, mainly eating seeds and insects. Outside the nesting season, they often feed in small flocks. While nesting, these birds may feed far from the nest; feeding areas are not defended.
The male sings from an open perch to indicate his ownership of the nesting territory. The song is a Bzzzz bzzzz za za.
This bird's nests are made of grasses and lined with fine materials or hair. Three to five splotched blue-green eggs are laid and incubated for 11 days. They are often parasitized by the brown-headed cowbird; the nest may be abandoned when this happens.",https://upload.wikimedia.org/wikipedia/commons/e/eb/Spizella_pallida4_edit.jpg,Least Concern,Animalia,Chordata,Passeriformes,Passerellidae,Spizella pallida
585,Brewer's sparrow,"Brewer's sparrow (Spizella breweri) is a small, slim species of American sparrow in the family Passerellidae. This bird was named after the ornithologist Thomas Mayo Brewer.

",https://upload.wikimedia.org/wikipedia/commons/3/3d/Spizella_breweri.jpg,Least Concern,Animalia,Chordata,Passeriformes,Passerellidae,Spizella breweri
586,Field sparrow,"The field sparrow (Spizella pusilla) is a small New World sparrow in the family Passerellidae. It is about 140 mm (6 in) long and weighs about 12.5 g (0.4 oz). The head is grey with a rust-coloured crown, white eye-ring and pink bill. The upper parts are brown streaked with black and buff, the breast is buff, the belly is white and the tail is forked. There are two different colour morphs, one being greyer and the other more rufous.
The field sparrow is distributed across eastern Canada and the eastern United States, with northern populations migrating southwards to southern United States and Mexico in the fall. The typical habitat of this bird is bushy country with shrubs and grassland. The nest is a cup-shaped construction built on the ground and hidden beneath a bush or clump of grass. The birds forage on the ground or in low vegetation, feeding mainly on seeds and insects. The population is thought to be in slow decline, but it is a common species with a wide range, and the International Union for Conservation of Nature has assessed its conservation status as being of ""least concern"".",https://upload.wikimedia.org/wikipedia/commons/a/ad/Field_sparrow_head.JPG,Least Concern,Animalia,Chordata,Passeriformes,Passerellidae,Spizella pusilla
587,Vesper sparrow,"The vesper sparrow (Pooecetes gramineus) is a medium-sized American sparrow. It is the only member of the genus Pooecetes.
Adults have light brown upperparts and light underparts, both with darker streaking. They have a white eye ring and a long dark brown tail which shows white outer feathers in flight.
Their breeding habitat is open grassy areas across most of North America. The nest is an open cup on the ground under a clump of grass.
These birds migrate to the southern and central United States and Mexico.
These birds forage on the ground, mainly eating insects and seeds. Outside the nesting season they often feed in small flocks.
The male sings from a higher perch, such as a shrub or fencepost, which indicates his ownership of the nesting territory. The musical song begins with two pairs of repeated whistled notes and ends in a series of trills, somewhat similar to that of the song sparrow.
This bird's numbers are declining in the eastern parts of its range due to habitat loss.",https://upload.wikimedia.org/wikipedia/commons/c/cd/Pooecetes_gramineus_-USA-8.jpg,Least Concern,Animalia,Chordata,Passeriformes,Passerellidae,Pooecetes gramineus
588,Lark sparrow,The lark sparrow (Chondestes grammacus) is a fairly large American sparrow. It is the only member of the genus Chondestes.,https://upload.wikimedia.org/wikipedia/commons/7/79/LarkSparrow.jpg,Least Concern,Animalia,Chordata,Passeriformes,Passerellidae,Chondestes grammacus
589,Black-throated sparrow,"The black-throated sparrow (Amphispiza bilineata) is a small American sparrow primarily found in the southwestern United States and Mexico. It is sometimes referred to as the desert sparrow, due to its preferred habitat of arid desert hillsides and scrub. This name usually refers to the desert sparrow of Africa and Asia.
The black-throated sparrow reaches a length of about 4.5–5.5 inches (11–14 cm), and is pale gray above, with a distinctive black and white head pattern. Immature birds are similar but lack a black throat. Its call is high and bell-like, and its song is a fairly simple, mechanical tinkling. It feeds primarily on insects and seeds, and travels in small groups, though larger groups may accumulate around sources of water in the desert.
It has a loose nest of grass twigs and plant fibers carefully hidden in brush 6–18 inches (15–46 cm) above the ground. Three or four white or pale blue eggs are laid.",https://upload.wikimedia.org/wikipedia/commons/1/1c/Amphispiza_bilineataPCCA20050311-5951B.jpg,Least Concern,Animalia,Chordata,Passeriformes,Passerellidae,Amphispiza bilineata
590,Sagebrush sparrow,"The sagebrush sparrow (Artemisiospiza nevadensis) is a medium-sized sparrow of the western United States and northwestern Mexico.  It used to be placed in the genus Amphispiza, but evidence from 2007 and 2009 suggested it be placed in its own genus.Sagebrush sparrows are indeed often tied to sagebrush habitats, although they can also be found in brushy stands of saltbush, chamise, and other low shrubs of the arid interior west.
The species breeds in the interior of the Western United States (between the Rocky Mountains and the coastal ranges such as the Cascades).  It winters in the Mexican-border states and northern Sonora and Chihuahua.
Although sagebrush sparrow numbers are generally strong, significant declines in sagebrush habitat in the west could be expected to decrease populations in the near future.
The sagebrush sparrow, together with the Bell's sparrow, were considered conspecific and known as the sage sparrow before being split by the American Ornithological Society in 2013.",https://upload.wikimedia.org/wikipedia/commons/e/eb/Amphispiza_belli_nevadensis2.jpg,Least Concern,Animalia,Chordata,Passeriformes,Passerellidae,Artemisiospiza nevadensis
591,Bell's sparrow,"Bell's sparrow (Artemisiospiza belli) is a medium-sized sparrow of the western United States and northwestern Mexico. It used to be placed in the genus Amphispiza, but recent evidence suggested it be placed in its own genus.Four populations are resident to the west: subspecies canescens breeds in south-central California, the dark nominate subspecies belli in the California Coast Ranges and part of the western slope of the Sierra Nevada south to about 29°N in Baja California, the equally dark subspecies clementeae limited to San Clemente Island, and subspecies cinerea in western Baja California from 29°N to 26°45′N. The AOU now considers Bell's sparrow a separate species, formerly grouped with the sagebrush sparrow, and together previously known as the sage sparrow.

",https://upload.wikimedia.org/wikipedia/commons/1/11/BELL%27S_SPARROW_%28canescens%3F%29_9-18-05_%28bird_3a%29_Carrizo_Plain_Nat_Mon%2C_SLO_County%2C_CA_%281544042599%29.jpg,Least Concern,Animalia,Chordata,Passeriformes,Passerellidae,Artemisiospiza belli
592,Lark bunting,The lark bunting (Calamospiza melanocorys) is a medium-sized American sparrow native to central and western North America. It is also the state bird of Colorado.,https://upload.wikimedia.org/wikipedia/commons/a/a1/NRCSCO01003%2815150%29%28NRCS_Photo_Gallery%29.jpg,Least Concern,Animalia,Chordata,Passeriformes,Passerellidae,Calamospiza melanocorys
593,Savannah sparrow,"The Savannah sparrow (Passerculus sandwichensis) is a small American sparrow. It was the only member of the genus Passerculus and is typically the only widely accepted member. Comparison of mtDNA NADH dehydrogenase subunit 2 and 3 sequences indicates that the Ipswich sparrow, formerly usually considered a valid species (as Passerculus princeps), is a well-marked subspecies of the Savannah sparrow, whereas the southwestern large-billed sparrow should be recognized as a distinct species (Passerculus rostratus).The common name comes from Savannah, Georgia, where one of the first specimens of this bird was collected.",https://upload.wikimedia.org/wikipedia/commons/a/af/Passerculus_sandwichensis_crop.jpg,Least Concern,Animalia,Chordata,Passeriformes,Passerellidae,Passerculus sandwichensis
594,Grasshopper sparrow,"The grasshopper sparrow (Ammodramus savannarum) is a small American sparrow. The genus Ammodramus contains nine species that inhabit grasslands and prairies.
The Florida grasshopper sparrow (Ammodramus savannarum floridanus) is endangered.",https://upload.wikimedia.org/wikipedia/commons/c/c2/Grasshopper_Sparrow.jpg,Least Concern,Animalia,Chordata,Passeriformes,Passerellidae,Ammodramus savannarum
595,Baird's sparrow,"Baird's sparrow (Ammodramus bairdii) is a species of North American birds in the family Passerellidae of order Passeriformes. It is a migratory bird native to the United States, Canada, and Mexico. It was formerly classified in the genus Ammodramus.",https://upload.wikimedia.org/wikipedia/commons/c/c7/Baird%27s_Sparrow_%2825865756586%29_%28cropped%29.jpg,Least Concern,Animalia,Chordata,Passeriformes,Passerellidae,Ammodramus bairdii
596,Henslow's sparrow,Henslow's sparrow (Ammodramus henslowii) is a passerine bird in the Passerellidae family. It was named by John James Audubon in honor of John Stevens Henslow. It was originally classified in the genus Emberiza and called Henslow's bunting.,https://upload.wikimedia.org/wikipedia/commons/2/25/Henslows_Sparrow_%28Ammodramus_henslowii%29_%285752598436%29.jpg,Least Concern,Animalia,Chordata,Passeriformes,Passerellidae,Ammodramus henslowii
597,LeConte's sparrow,"The LeConte’s sparrow (Ammospiza leconteii) is one of the smallest sparrow species in North America.It is a very secretive bird that prefers to spend most of its time on the ground under the cover of tall grasses. They are typically very difficult to flush, often only flushing at a distance of 1–3 m as they prefer to run across the ground. When they do emerge they rarely fly more than a foot or two above the grass and often descend again within a few meters. Because it is so rarely seen, there are still many gaps in knowledge about the LeConte’s sparrow. Nests are often very hard to find, and individuals are more often identified by sound than by sight.",https://upload.wikimedia.org/wikipedia/commons/c/cd/LESP-Erickson.jpg,Least Concern,Animalia,Chordata,Passeriformes,Passerellidae,Ammospiza leconteii
598,Seaside sparrow,"The seaside sparrow (Ammospiza maritima) is a small American sparrow.
Adults have brownish upperparts with gray on the crown and nape, and a grayish-buff-colored breast with dark streaks; they have a dark face with gray cheeks, a white throat, and a short, pointed tail. Birds show a small yellow streak just above the eye.
Their breeding habitat is salt marshes on the Atlantic and Gulf coasts of the United States from southern New Hampshire to southern Texas. The nest is an open cup usually built in the salt marsh on tidal reeds and spartina grasses. Females lay two to five eggs.
Northern birds most often migrate farther south along the eastern coast of the United States. They forage on the ground or in marsh vegetation, sometimes probing in mud. They mainly eat insects, marine invertebrates and seeds. Their feeding areas are often some distance away from the areas they choose to nest.
One of the numerous subspecies of this bird, the dusky seaside sparrow (A. m. nigrescens), has recently become extinct, and the Cape Sable subspecies, A. m. mirabilis, is endangered. Occurring in a restricted range but of uncertain validity is Scott's seaside sparrow, (A. m. peninsulae). Those were formerly considered a separate species.
The song is a raspy buzz that closely resembles a distant red-winged blackbird.",https://upload.wikimedia.org/wikipedia/commons/0/07/CSSS1.jpg,Least Concern,Animalia,Chordata,Passeriformes,Passerellidae,Ammospiza maritima
599,Nelson's sparrow,"Nelson's sparrow (Ammospiza nelsoni) is a small American sparrow. This bird was named after Edward William Nelson, an American naturalist. Formerly, this bird and the saltmarsh sparrow were considered to be a single species, the sharp-tailed sparrow; because of this it was briefly known as Nelson's sharp-tailed sparrow.
Adults have brownish upperparts with gray on the crown and nape, a cream-colored breast with light or indistinct streaking and a white throat and belly; they have an orange face with gray cheeks and a short pointed tail.
Their breeding habitat is marshes on the Atlantic coast of Canada and Maine, central Canada, (the Canadian Prairies region and a coastal strip on the south of Hudson Bay), and the north central United States. The nest is an open cup attached to vegetation and close to the ground. Males compete for females but do not defend territories; they sometimes help feed the young.  Mating is largely promiscuous by both sexes; multiple paternity in a nest is common.
These birds migrate to the southeastern coasts of the United States. They forage on the ground or in marsh vegetation, sometimes probing in mud and eat mainly insects, aquatic invertebrates and seeds. Their call is a raspy trill, almost a mechanical sound. It may be given in flight during the nesting season. The sound has been likened to a drop of water hitting a hot fry pan.",https://upload.wikimedia.org/wikipedia/commons/8/8c/Ammodramus_nelsoni_-Riverlands_Migratory_Bird_Sanctuary%2C_Missouri%2C_USA-8_%281%29.jpg,Least Concern,Animalia,Chordata,Passeriformes,Passerellidae,Ammospiza nelsoni
600,Fox sparrow,"The fox sparrow (Passerella iliaca) is a large American sparrow. It is the only member of the genus Passerella, although some authors split the species into four (see below).",https://upload.wikimedia.org/wikipedia/commons/1/13/Passerella_iliaca-001.jpg,Least Concern,Animalia,Chordata,Passeriformes,Passerellidae,Passerella iliaca
601,Song sparrow,"The song sparrow (Melospiza melodia) is a medium-sized American sparrow. Among the native sparrows in North America, it is easily one of the most abundant, variable and adaptable species.",https://upload.wikimedia.org/wikipedia/commons/a/a4/Melospiza-melodia-001.jpg,Least Concern,Animalia,Chordata,Passeriformes,Passerellidae,Melospiza melodia
602,Lincoln's sparrow,"Lincoln's sparrow (Melospiza lincolnii) is a medium-sized sparrow.
Adults have dark-streaked olive-brown upperparts with a light brown breast with fine streaks, a white belly, and a white throat. They have a brown cap with a grey stripe in the middle, olive-brown wings, and a narrow tail. Their face is grey with brown cheeks, a brown line through the eye, and an eye ring. They are somewhat similar in appearance to the song sparrow.
Their breeding habitat is wet thickets or shrubby bogs across Canada, Alaska, and the northeastern and western United States; this bird is less common in the eastern parts of its range. The nest is a well-concealed shallow open cup on the ground under vegetation.
These birds migrate to the southern United States, Mexico, and northern Central America; they are passage migrants over much of the United States, except in the west.
They forage on the ground in dense vegetation, mainly eating insects and seeds.
They are very secretive. Their song is a musical trill, but this bird is often not seen or heard even where they are common.
This bird was named by Audubon after his friend, Thomas Lincoln, of Dennysville, Maine.  Lincoln shot the bird on a trip with Audubon to Nova Scotia in 1834, and Audubon named it ""Tom's Finch"" in his honor.",https://upload.wikimedia.org/wikipedia/commons/5/53/Lincoln%27s_Sparrow_at_bird_feeder.jpg,Least Concern,Animalia,Chordata,Passeriformes,Passerellidae,Melospiza lincolnii
603,Swamp sparrow,"The swamp sparrow (Melospiza georgiana) is a medium-sized sparrow related to the song sparrow.
Adults have streaked rusty, buff and black upperparts with an unstreaked gray breast, light belly and a white throat. The wings are strikingly rusty. Most males and a few females have a rust-colored caps. Their face is gray with a dark line through the eye. They have a short bill and fairly long legs. Immature birds and winter adults usually have two brown crown stripes and much of the gray is replaced with buff. 
Swamp sparrows breed across the northern United States and boreal Canada. The southern edge of their breeding range coincides largely with the Line of Maximum Glaciation. A small number of morphologically distinct birds inhabit tidal marshes from northern Virginia to the Hudson River Estuary. This subspecies (M. g. nigrescens) winters in coastal marshes of the Carolinas and differs from the two inland swamp sparrow subspecies in having more black in a grayer overall plumage, larger bill, different songs, and a smaller average clutch size.
Their breeding habitat is marshes, including brackish marshes, across eastern North America and central Canada. The bulky nest is attached to marsh vegetation, often just above the ground or surface of the water with leaves or grass arching over the top. The female builds a new nest each year and lays an average of four eggs per clutch. Females give a series of chips as they leave the nest, probably to ward off attacks by their mate or neighboring males.
While swamp sparrows can be found year-round in small numbers on the southern edge of their breeding range, individuals are probably all migratory, primarily migrating to the southeastern United States.
Swamp sparrows generally forage on the ground near the water's edge, in shallow water or in marsh vegetation. In winter, their diet is principally fruit and seeds, while during the breeding season their diet is mainly arthropods.The song of the swamp sparrow is a slow monotone trill, slower than that of the chipping sparrow. A male can have a repertoire of several different trills. The common call note is a loud chip reminiscent of a phoebe. 

This bird's numbers have declined due to habitat loss in some parts of its range.",https://upload.wikimedia.org/wikipedia/commons/b/bc/Melospiza_georgiana_MN1.jpg,Least Concern,Animalia,Chordata,Passeriformes,Passerellidae,Melospiza georgiana
604,White-throated sparrow,The white-throated sparrow (Zonotrichia albicollis) is a passerine bird of the American sparrow family Passerellidae.,https://upload.wikimedia.org/wikipedia/commons/f/f3/Zonotrichia_albicollis_CT1.jpg,Least Concern,Animalia,Chordata,Passeriformes,Passerellidae,Zonotrichia albicollis
605,Harris's sparrow,"The Harris's sparrow (Zonotrichia querula) is a large sparrow. Their breeding habitat is the north part of central Canada (primarily the Northwest Territories and Nunavut, ranging slightly into northern Manitoba and Saskatchewan). In fact, this bird is Canada's only endemic breeder.  In the winter they migrate to the Great Plains states of the United States, from lower South Dakota to upper Texas. The common name of this species commemorates the American amateur ornithologist Edward Harris (1799–1863).",https://upload.wikimedia.org/wikipedia/commons/9/99/Harris%27s_Sparrow_%2814u0779_std%29_%28cropped%29.jpg,Near Threatened,Animalia,Chordata,Passeriformes,Passerellidae,Zonotrichia querula
606,White-crowned sparrow,"The white-crowned sparrow (Zonotrichia leucophrys) is a species of passerine bird native to North America. A medium-sized member of the American sparrow family, this species is marked by a grey face and black and white streaking on the upper head. It breeds in brushy areas in the taiga and tundra of the northernmost parts of the continent and in the Rocky Mountains and Pacific coast. While southerly populations in the Rocky Mountains and coast are largely resident, the breeding populations of the northerly part of its range are migratory and can be found as wintering or passage visitors through most of North America south to central Mexico.",https://upload.wikimedia.org/wikipedia/commons/9/92/White-crowned-Sparrow.jpg,Least Concern,Animalia,Chordata,Passeriformes,Passerellidae,Zonotrichia leucophrys
607,Golden-crowned sparrow,The golden-crowned sparrow (Zonotrichia atricapilla) is a large American sparrow found in the western part of North America.,https://upload.wikimedia.org/wikipedia/commons/5/5e/Zonotrichia_atricapilla_-British_Columbia%2C_Canada-8.jpg,Least Concern,Animalia,Chordata,Passeriformes,Passerellidae,Zonotrichia atricapilla
608,Dark-eyed junco,"The dark-eyed junco (Junco hyemalis) is a species of the juncos, a genus of small grayish American sparrows. This bird is common across much of temperate North America and in summer ranges far into the Arctic. It is a very variable species, much like the related fox sparrow (Passerella iliaca), and its systematics are still not completely untangled.",https://upload.wikimedia.org/wikipedia/commons/0/04/Junco_hyemalis_hyemalis_CT2.jpg,Least Concern,Animalia,Chordata,Passeriformes,Passerellidae,Junco hyemalis
609,Yellow-breasted chat,"The yellow-breasted chat (Icteria virens) is a large songbird found in North America, and is the only member of the family Icteriidae. It was once a member of the New World warbler family, but in 2017 the American Ornithological Society moved it to its own family. Its placement is not definitely resolved.

",https://upload.wikimedia.org/wikipedia/commons/f/fb/Yellow-Breasted-Chat-Oregon.jpg,Least Concern,Animalia,Chordata,Passeriformes,"IcteriidaeBaird, 1858",Icteria virens
610,Yellow-headed blackbird,"The yellow-headed blackbird (Xanthocephalus xanthocephalus) is a medium-sized blackbird, and the only member of the genus Xanthocephalus.
Adults have a pointed bill. The adult male is mainly black with a yellow head and breast; they have a white wing patch sometimes only visible in flight. The adult female is mainly brown with a dull yellow throat and breast. Both genders resemble the respective genders of the smaller yellow-hooded blackbird of South America.
The breeding habitat of the yellow-headed blackbird is cattail (Typha species) marshes in North America, mainly west of the Great Lakes. The nest is built with and attached to marsh vegetation. They nest in colonies, often sharing their habitat closely with the red-winged blackbird (Agelaius phoeniceus). During the breeding and nesting season the males are very territorial and spend much of their time perched on reed stalks and displaying or chasing off intruders.
These birds migrate in the winter to the southwestern United States and Mexico. They often migrate in huge flocks with other species of birds. The only regions of the United States where these blackbirds are permanent residents are the San Joaquin Valley and the Lower Colorado River Valley of Arizona and California. It is an extremely rare vagrant to western Europe, with some records suspected to refer to escapes from captivity.
These birds forage in the marsh, in fields or on the ground; they sometimes catch insects in flight. They mainly eat seeds and insects. Outside the nesting period, they often feed in flocks, often with related species.
This bird's song resembles the grating of a rusty hinge.",https://upload.wikimedia.org/wikipedia/commons/3/3b/Male_Yellow-headed_Blackbird.jpg,Least Concern,Animalia,Chordata,Passeriformes,Icteridae,Xanthocephalus xanthocephalus
611,Bobolink,"The bobolink (Dolichonyx oryzivorus) is a small New World blackbird and the only member of the genus Dolichonyx. An old name for this species is the ""Rice Bird"", from its tendency to feed on cultivated grains. The name ""Bobolink"" is derived from Bob o' Lincoln, describing its call. Adults are 16–18 cm (6.3–7.1 in) long with short finch-like bills and weigh about 1 oz (28 g). Adult males are mostly black with creamy napes and white scapulars, lower backs, and rumps. Adult females are mostly light brown with black streaks on the back and flanks, and dark stripes on the head; their wings and tails are darker. The bobolink breeds in the summer in North America and southern Canada, often wintering in South America. Considered a pest by some farmers, the numbers of these birds are declining and are a species at risk throughout Canada.",https://upload.wikimedia.org/wikipedia/commons/6/6b/Bobolink%2C_Mer_Bleue.jpg,Least Concern,Animalia,Chordata,Passeriformes,Icteridae,Dolichonyx oryzivorus
612,Eastern meadowlark,"The eastern meadowlark (Sturnella magna) is a medium-sized icterid bird, very similar in appearance to the western meadowlark. It occurs from eastern North America to South America, where it is also most widespread in the east.",https://upload.wikimedia.org/wikipedia/commons/1/17/Sturnella_magna_-Mexico-8.jpg,Near Threatened,Animalia,Chordata,Passeriformes,Icteridae,Sturnella magna
613,Western meadowlark,"The western meadowlark (Sturnella neglecta) is a medium-sized icterid bird, about 8.5 in (22 cm) in length. It nests on the ground in open grasslands across western and central North America. It feeds mostly on bugs, but will also feed on seeds and berries. The western meadowlark has distinctive calls described as watery or flute-like, which distinguish it from the closely related eastern meadowlark.",https://upload.wikimedia.org/wikipedia/commons/4/46/Western_Meadowlark.jpg,Least Concern,Animalia,Chordata,Passeriformes,Icteridae,Sturnella neglecta
614,Orchard oriole,"The orchard oriole (Icterus spurius) is the smallest species of icterid. The subspecies of the Caribbean coast of Mexico, I. s. fuertesi, is sometimes considered a separate species, the ochre oriole or Fuertes's oriole.",https://upload.wikimedia.org/wikipedia/commons/6/6f/Orchard_Oriole_by_Dan_Pancamo_1.jpg,Least Concern,Animalia,Chordata,Passeriformes,Icteridae,Icterus spurius
615,Hooded oriole,The hooded oriole (Icterus cucullatus) is a medium-sized New World oriole.,https://upload.wikimedia.org/wikipedia/commons/0/00/HoodedOriole.jpg,Least Concern,Animalia,Chordata,Passeriformes,Icteridae,Icterus cucullatus
616,Bullock's oriole,"The Bullock's oriole (Icterus bullockii) is a small New World blackbird. At one time, this species and the Baltimore oriole were considered to be a single species, the northern oriole. This bird is named after William Bullock, an English amateur naturalist.",https://upload.wikimedia.org/wikipedia/commons/8/83/Bullock%27s_Oriole.jpg,Least Concern,Animalia,Chordata,Passeriformes,Icteridae,Icterus bullockii
617,Baltimore oriole,"The Baltimore oriole (Icterus galbula) is a small icterid blackbird common in eastern North America as a migratory breeding bird. It received its name from the resemblance of the male's colors to those on the coat-of-arms of Lord Baltimore.  Observations of interbreeding between the Baltimore oriole and the western Bullock's oriole, Icterus bullockii, led to both being classified as a single species, called the northern oriole, from 1973 to 1995. Research by James Rising, a professor of zoology at the University of Toronto, and others showed that the two birds actually did not interbreed significantly.The Baltimore oriole is the state bird of Maryland. It is also the inspiration for the Baltimore Orioles baseball team.

",https://upload.wikimedia.org/wikipedia/commons/6/66/Icterus-galbula-002.jpg,Least Concern,Animalia,Chordata,Passeriformes,Icteridae,Icterus galbula
